,product_url,product_code,product_title,category,gender,color,sale_price,mrp,discount,star_rating,no_of_reviews,description,details
577,https://www.adidas.co.in/gazelle-shoes/GY7338.html,GY7338,Gazelle Shoes,Originals,Men,Dark Green / Off White / Cream White,10 999,10 999,0,4.7,353,"From football fans in the '60s and '70s to skaters and indie rockers in the '90s, the adidas Gazelle shoes have traversed the cultural landscape and the globe. They've become a true staple with plenty of personality. These trainers are a one-to-one reissue of the 1991 Gazelle, with the same materials, proportions and textures as the original. A suede upper with high-contrast serrated 3-Stripes and the classic T-toe adds timeless style to every look.","['Regular fit', 'Lace closure', 'Suede upper', 'Synthetic lining', 'Rubber outsole', 'Color: Dark Green / Off White / Cream White', 'Product code: GY7338']"
578,https://www.adidas.co.in/stan-smith-80s-shoes/IF7270.html,IF7270,Stan Smith 80s Shoes,Originals,Men,Core Black / Core Black / Grey Six,15 999,15 999,0,3.0,30,"The adidas Stan Smith is an icon with more than fifty years of fame behind it. This pair honours its early days. Reviving the proportions and materials of an '80s pair, these shoes are crafted in rich leather with a classic rubber outsole. All the details are authentic to its origins, from the perforated 3-Stripes to the tongue label. Just like all the other decades of Stan, this pair shines with its easy simplicity.","['Lace closure', 'Leather upper', 'Leather lining', 'Rubber outsole', 'Color: Core Black / Core Black / Grey Six', 'Product code: IF7270']"
579,https://www.adidas.co.in/ultraboost-22-shoes/GW6917.html,GW6917,Ultraboost 22 Shoes,Running,Women,Purple / Off White / Chalky Brown,12 599,17 999,30,4.8,6,"Make every run your best one yet. These running shoes are built with responsive BOOST cushioning to energise your stride. They have a narrower heel to eliminate slip, and a lower instep curve for a snug fit. Foot-hugging adidas PRIMEKNIT supports and enhances each step, and a Linear Energy Push system keeps you going longer.

Made with a series of recycled materials, this upper features at least 50% recycled content. This product represents just one of our solutions to help end plastic waste.","['Regular fit', 'Lace closure', 'adidas PRIMEKNIT upper', 'BOOST midsole', 'Linear Energy Push system', 'Stretchweb outsole with Continental™ Better Rubber', 'Upper contains a minimum of 50% recycled content', 'Color: Purple / Off White / Chalky Brown', 'Product code: GW6917']"
582,https://www.adidas.co.in/ultrabounce-shoes/HP5783.html,HP5783,Ultrabounce Shoes,Running,Women,Blue Dawn / Dash Grey / Blue Fusion,7 999,7 999,0,4.4,12,Ready to ramp up your training? These adidas shoes help you take the next step in your running journey. Lightweight Bounce cushioning provides comfort and flexibility to keep you energised when you add kilometres to your daily run. The long-lasting rubber outsole ensures traction on varied surfaces so you can stride with confidence.,"['Regular fit', 'Lace closure', 'Textile upper', 'Bounce midsole', 'Textile lining', 'Weight: 585.6 g (size UK 5.5)', 'Midsole drop: 9 mm (heel: 25 mm / forefoot: 16 mm)', 'Rubber outsole', 'Upper contains a minimum of 50% recycled content', 'Color: Blue Dawn / Dash Grey / Blue Fusion', 'Product code: HP5783']"
584,https://www.adidas.co.in/roverend-adventure-shoes/GW2182.html,GW2182,Roverend Adventure Shoes,Originals,Men,Halo Blush / Clay Brown / Aluminium,19 999,19 999,0,4.8,5,"A silhouette unlike any other, the adidas Roverend Adventures Shoes are steeped in the world of the outdoors. Their tooling looks distinctive, with topographic lines and an eroded effect. A TPU cage wraps around the textile upper like an exoskeleton. As you wander through city streets, an exaggerated rubber outsole keeps you moving in comfort.","['Regular fit', 'Lace closure', 'Textile upper', 'Textile lining', 'Rubber outsole', 'Color: Halo Blush / Clay Brown / Aluminium', 'Product code: GW2182']"
585,https://www.adidas.co.in/vs-pace-2.0-shoes/HP6001.html,HP6001,VS Pace 2.0 Shoes,Sportswear,Men,Sand Strata / Cloud White / Core Black,3 499,4 999,30,5.0,5,"Take on the skate park or your neighbourhood in these adidas shoes. They'll keep you super stylish with classic 3-Stripes on the sides and a vulcanised look. The rubber outsole adds grip while the synthetic nubuck upper provides comfort and flexibility. A heel pull ensures easy on and off.

Made with a series of recycled materials, this upper features at least 50% recycled content. This product represents just one of our solutions to help end plastic waste.","['Regular fit', 'Lace closure', 'Synthetic nubuck upper', 'Webbing heel pull', 'Vulcanised-look rubber outsole', 'Upper contains a minimum of 50% recycled content', 'Color: Sand Strata / Cloud White / Core Black', 'Product code: HP6001']"
586,https://www.adidas.co.in/grand-court-cloudfoam-lifestyle-court-comfort-shoes/HP9410.html,HP9410,Grand Court Cloudfoam Lifestyle Court Comfort Shoes,Sportswear,Women,Cloud White / Cloud White / Core Black,7 999,7 999,0,0.0,0,"These adidas shoes might not have the silhouette you imagine when you think about tennis these days, but back in the day they absolutely changed the game. And then kept doing it, everywhere else. The low-profile design is pulsing with a long legacy filled with music, sport and fashion. As per usual, the signature 3-Stripes stand out on the smooth, minimalist upper — the perfect accent to any look.

Made with a series of recycled materials, this upper features at least 50% recycled content.","['Regular fit', 'Lace closure', 'Synthetic upper', 'Textile lining', 'Cloudfoam midsole', 'Rubber cupsole', 'Upper contains a minimum of 50% recycled content', 'Color: Cloud White / Cloud White / Core Black', 'Product code: HP9410']"
588,https://www.adidas.co.in/ultra-4d-shoes/GZ1590.html,GZ1590,Ultra 4D Shoes,Sportswear,Men,Cloud White / Cloud White / Sonic Ink,21 999,21 999,0,4.7,214,"When the adidas Ultraboost debuted back in 2015, it had an impact that spilled beyond the world of running. For this version of the shoes, we retooled the design on a 3D-printed midsole. The denser parts of the lattice provide more support, and the parts that are open feel more cushioned. These shoes don't just look like the future. They feel like it, too.","['Regular fit', 'Lace closure', 'Textile upper', 'adidas 4D midsole', 'Textile lining', 'Continental™ Rubber outsole', 'Primegreen', 'Color: Cloud White / Cloud White / Sonic Ink', 'Product code: GZ1590']"
590,https://www.adidas.co.in/ultraboost-22-shoes/HQ2095.html,HQ2095,Ultraboost 22 Shoes,Running,Men,Core Black / Grey Four / Carbon,18 999,18 999,0,4.8,13,"Even on your busiest days, running is a priority. These adidas trainers make every kilometre count, thanks to the incredible energy return of BOOST cushioning. The Linear Energy Push system increases stability for a smooth and steady stride, and the Stretchweb outsole delivers natural flex to keep you moving comfortably, no matter your distance or pace.","['Regular fit', 'Lace closure', 'Textile upper', 'BOOST midsole', 'Linear Energy Push system', 'Midsole drop: 10 mm', 'Stretchweb outsole with Continental™ Rubber', 'Yarn in upper contains at least 50% Parley Ocean Plastic and 50% recycled polyester', 'Color: Core Black / Grey Four / Carbon', 'Product code: HQ2095']"
591,https://www.adidas.co.in/daily-3.0-shoes/HP6032.html,HP6032,Daily 3.0 Shoes,Sportswear,Men,Core Black / Cloud White / Gum,6 599,6 599,0,4.7,2153,"A fresh take on a classic, these adidas shoes blend a heritage feel with modern materials and design. Your walk across campus has never looked or felt this good.","['Regular fit', 'Lace closure', 'Washed canvas upper', 'Breathable feel', 'Everyday skate trainer', 'OrthoLite® sockliner', 'Rubber outsole with vulcanised look', 'Color: Core Black / Cloud White / Gum', 'Product code: HP6032']"
592,https://www.adidas.co.in/shereton-shoes/EX2057.html,EX2057,SHERETON SHOES,Running,Men,Core Black / Stone,2 099,2 999,30,4.4,63,"These lightweight running shoes for men give all round comfort, cushioning, durability & support in a simplistic design. The mesh upper ensures breathability and durability while the lightwieght EVA outsole provides premium cushioning. A rubber patch at the outsole provides stability and flex grooves that enhance flexibility. ","['Mesh upper', 'EVA midsole and outsole', 'Rubber patch at the heel for enhanced stability', 'Color: Core Black / Stone', 'Product code: EX2057']"
595,https://www.adidas.co.in/hyperon-1.0-m/CM4821.html,CM4821,Hyperon 1.0 M,Running,Men,Metal Grey / Core Black,2 099,2 999,30,4.2,53,HYPERON 1.0 SHOES,"['SHORT-DISTANCE RUNNING SHOES MADE TO EXCEL', 'Product Colour: Metallic Grey/Core Black', 'Regular fit', 'Lace closure', 'Engineered mesh upper', 'Cushioned, responsive feel', 'Textile lining', 'Boost midsole', 'Stretchweb rubber outsole', 'Color: Metal Grey / Core Black', 'Product code: CM4821']"
598,https://www.adidas.co.in/supernova-2.0-x-parley-shoes/HP2241.html,HP2241,Supernova 2.0 x Parley Shoes,Running,Women,Non Dyed / Silver Dawn / Impact Orange,11 999,11 999,0,0.0,0,"Who says running needs to be uncomfortable? These shoes are designed to help you run comfortable every time, on any terrain. From a precisely balanced mix of Bounce and increased BOOST in the midsole to a new padded tongue and heel patch construction, experience comfort with every step.

From raw material extraction, processing, packaging, all the way to the end of product's life, we calculate and communicate its carbon footprint, conforming to an internationally recognized standard: ISO 14067 

To reduce our footprint, we need to measure it. The concise footprint results made available to you below, cover the complete lifecycle of the product. This is just one of our initiatives to help reduce our footprint.","['Lace closure', 'Synthetic upper', 'Combined BOOST and Bounce midsole', 'Textile lining', 'Weight: 557.6 g (size UK 5.5)', 'Midsole drop: 9 mm (heel: 19 mm / forefoot: 10 mm)', 'TPU-injected outsole', 'Yarn in upper contains at least 50% Parley Ocean Plastic and 50% recycled polyester / Minimum 10% less emissions per pair when compared to its previous version', 'Color: Non Dyed / Silver Dawn / Impact Orange', 'Product code: HP2241']"
602,https://www.adidas.co.in/adidas-4dfwd-x-parley-shoes/GX6604.html,GX6604,adidas 4DFWD x Parley Shoes,Running,Unisex,Shadow Navy / Cloud White / Impact Orange,21 999,21 999,0,4.1,15,"The adidas 4DFWD is a running shoe designed to move you forward. With every stride, the 3D-printed 4D midsole redirects impact energy into forward motion. The result? A smooth forward ride that feels more like gliding than stop-and-go pounding on pavement.

Educate and act. Head to Parley for the Oceans website to find out more, sign up and get involved at adidas.com/parley.","['Lace closure', 'Textile upper', '3D-printed 4D midsole', 'Textile lining', 'Weight: 359 g', 'Midsole drop: 11 mm (heel: 32 mm / forefoot: 21 mm)', 'Yarn in upper contains at least 50% Parley Ocean Plastic and 50% recycled polyester', 'Color: Shadow Navy / Cloud White / Impact Orange', 'Product code: GX6604']"
606,https://www.adidas.co.in/forum-bold-shoes/ID6956.html,ID6956,Forum Bold Shoes,Originals,Women,Core White / Shadow Red / Aluminium,11 999,11 999,0,0.0,0,"The versatility of the adidas Forum is not only within the realms of basketball, music and the streets. The Forum carries a timeless design that can be reinterpreted to create different styles using the core design elements. These adidas Forum Bold Shoes do exactly that. With an elevated midsole, they create even more possibilities to experiment with your outfits.","['Lace closure', 'Leather upper', 'Textile lining', 'Rubber outsole', 'Color: Core White / Shadow Red / Aluminium', 'Product code: ID6956']"
607,https://www.adidas.co.in/ultimashow-shoes/FX3636.html,FX3636,Ultimashow Shoes,Running,Women,Core Black / Core Black / Cloud White,5 599,5 599,0,4.7,126,"Lace into these adidas Ultimashow shoes and get out the door. From that first step to the last, plush cushioning pampers your feet, no matter how fast or slow your speed. Propel forward on the track or take some laps around the neighbourhood. These are ready for both.","['Regular fit', 'Lace closure', 'Textile upper', 'Stable feel', 'Jogging shoes', 'Textile lining and EVA midsole', 'TPU fit counter with rubber outsole', 'Color: Core Black / Core Black / Cloud White', 'Product code: FX3636']"
610,https://www.adidas.co.in/nizza-high-rf-x-andré-saraiva-shoes/HQ6861.html,HQ6861,Nizza High RF x André Saraiva Shoes,Originals,Men,Cloud White / Core Black / Semi Pink Glow,8 999,8 999,0,4.2,14,"Last season, adidas x André Saraiva showcased a sustainable story centred around a love for our planet. This season tells the story of a ""Love Union,"" sharing a message of hope for Valentine's Day. These adidas Nizza shoes feature André's signature graffiti-inspired artwork to promote the mantra ""The World Needs Love"" and encourage acceptance amongst us all. The final touch? His iconic Mr. A as a lace jewel.","['Lace closure', 'Cotton upper', 'Textile lining', 'Rubber outsole', 'Upper contains a minimum of 50% recycled content', 'Color: Cloud White / Core Black / Semi Pink Glow', 'Product code: HQ6861']"
613,https://www.adidas.co.in/terrex-soulstride-trail-running-shoes/HR1191.html,HR1191,Terrex Soulstride Trail Running Shoes,TERREX,Women,Core Black / Silver Violet / Sand Strata,9 999,9 999,0,4.6,65,"Extend your range in these adidas Terrex trail running shoes. Their cushioned midsole and pillow-like heel cushioning add up to all-day comfort step after step. A hybrid lug sole transitions easily between road and trail. Raised sidewalls complement the engineered mesh upper to add stability for confident footing, no matter where the trail takes you.","['Regular fit', 'Lace closure', 'Engineered mesh upper', 'Lightweight EVA midsole', 'Raised sidewalls for stability', 'Traxion outsole', 'Upper contains a minimum of 50% recycled content', 'Color: Core Black / Silver Violet / Sand Strata', 'Product code: HR1191']"
615,https://www.adidas.co.in/adi2000-shoes/H03489.html,H03489,Adi2000 Shoes,Originals,Men,Magic Beige / Core Black / Cloud White,11 999,11 999,0,4.7,7,Show off your wild side in these adidas Adi2000 Shoes inspired by Y2K fashion. The python print on the leather upper gives this nostalgic style a premium feel. Pair them with liquid leggings and a slouchy sweater for an effortlessly chic look. The classic 3-Stripes on the side are flipped for a new take on the OG style.,"['Regular fit', 'Lace closure', 'Leather upper', 'Textile lining', 'Rubber outsole', 'Color: Magic Beige / Core Black / Cloud White', 'Product code: H03489']"
616,https://www.adidas.co.in/4dfwd-x-parley-shoes/GX9806.html,GX9806,4DFWD x Parley Shoes,Running,Unisex,Non Dyed / Silver Violet / Impact Orange,21 999,21 999,0,4.6,179,"This shoe re-imagines plastic waste by turning the problem into performance. It's coded to move you in one direction only: forward. A precisely positioned adidas 4DFWD midsole guides your feet and reduces impact for a smooth ride, while a Continental™ Rubber outsole supports every stride with extraordinary traction.","['Regular fit', 'Lace closure', 'Textile upper', 'Snug, cushioned feel', 'Impact-absorbing lattice structure', 'adidas 4D midsole', 'Midsole drop: 11 mm (heel: 30 mm / forefoot: 19 mm)', 'Continental™ Rubber outsole', 'Yarn in upper contains at least 50% Parley Ocean Plastic and 50% recycled polyester', 'Color: Non Dyed / Silver Violet / Impact Orange', 'Product code: GX9806']"
618,https://www.adidas.co.in/coreracer-shoes/FX3594.html,FX3594,Coreracer Shoes,Sportswear,Men,Tech Indigo / Legend Ink / Core Black,3 919,5 599,30,4.2,137,"The adidas Coreracer Shoes strike a perfect balance of running support and streetwear style. They're lightweight and breathable, to keep feet wrapped in all-day comfort. The adidas Badge of Sport completes the performance look.","['Lace closure', 'Textile upper', 'Breathable feel', 'Lightweight running shoes', 'EVA midsole and textile lining', 'Rubber outsole and tech-inspired heel counter', 'Color: Tech Indigo / Legend Ink / Core Black', 'Product code: FX3594']"
619,https://www.adidas.co.in/ultraboost-22-shoes/GX8017.html,GX8017,Ultraboost 22 Shoes,Running,Women,Core White / Core White / Solar Red,11 399,18 999,40,4.9,11,"Tackle that 10K or take a quick loop in the city. Enjoy every step of every run in these adidas Ultraboost shoes. The women's-specific outsole pattern guides the foot through the gait cycle, plus an enhanced fit prevents heel slips and blisters. Feel the foot-hugging comfort of adidas PRIMEKNIT and the incredible energy return of BOOST. A Linear Energy Push system gives each step an extra push.

This shoe's upper is made with a high-performance yarn which contains at least 50% Parley Ocean Plastic — reimagined plastic waste, intercepted on remote islands, beaches, coastal communities and shorelines, preventing it from polluting our ocean. The other 50% of the yarn is recycled polyester.","['Lace closure', 'adidas PRIMEKNIT textile upper', 'BOOST midsole', 'Linear Energy Push system', 'Weight: 289 g', 'Stretchweb outsole with Continental™ Rubber natural rubber made with minimum 30% FSC-certified natural rubber', 'Yarn in upper contains at least 50% Parley Ocean Plastic\u202fand 50% recycled polyester', 'Color: Core White / Core White / Solar Red', 'Product code: GX8017']"
620,https://www.adidas.co.in/adilette-clogs/FY8970.html,FY8970,Adilette Clogs,Swim,Unisex,Cloud White / Core Black / Cloud White,4 599,4 599,0,4.7,4169,"Based on the iconic adidas slide, these clogs are as functional as they are comfortable. Whether you're walking to the gym or pool for an early-morning workout or just want to keep the slouchy-casual vibe going all through your day, slip your feet into the contoured footbeds and head for the door.","['Regular fit', 'Slip-on construction', 'Synthetic upper', 'Soft feel', 'Sport-inspired clogs for every day', 'Contoured EVA footbed', 'Synthetic outsole', 'Color: Cloud White / Core Black / Cloud White', 'Product code: FY8970']"
623,https://www.adidas.co.in/4dfwd-x-parley-shoes/GV9056.html,GV9056,4DFWD x Parley Shoes,Running,Unisex,Core Black / Carbon / Grey Five,21 999,5 999,0,4.6,179,"This shoe re-imagines plastic waste by turning the problem into performance. It's coded to move you in one direction only: forward. A precisely positioned adidas 4DFWD midsole guides your feet and reduces impact for a smooth ride, while a Continental™ Rubber outsole supports every stride with extraordinary traction.","['Regular fit', 'Lace closure', 'Textile upper', 'Snug, cushioned feel', 'Impact-absorbing lattice structure', 'adidas 4D midsole', 'Midsole drop: 11 mm (heel: 30 mm / forefoot: 19 mm)', 'Continental™ Rubber outsole', 'Yarn in upper contains at least 50% Parley Ocean Plastic and 50% recycled polyester', 'Color: Core Black / Carbon / Grey Five', 'Product code: GV9056']"
624,https://www.adidas.co.in/court-platform-shoes/H06299.html,H06299,Court Platform Shoes,Sportswear,Women,Cloud White / Cloud White / Core Black,4 619,6 599,30,3.0,2,"Designed for a women-specific fit, these adidas skater-style sneakers follow the contours of your feet and ankles for elevated comfort. Sporty 3-Stripes are instantly recognisable against the smooth faux leather upper, while a platform midsole adds a modern feel. 

Made with a series of recycled materials, this upper features at least 50% recycled content. This product represents just one of our solutions to help end plastic waste.","['Regular fit', 'Lace closure', 'Sleek synthetic upper', 'Textile lining', ""Women's-specific design"", 'Raised platform midsole', 'Rubber outsole', 'Upper contains a minimum of 50% recycled content', 'Color: Cloud White / Cloud White / Core Black', 'Product code: H06299']"
625,https://www.adidas.co.in/4dfwd-pulse-2.0-shoes/HP7629.html,HP7629,4DFWD Pulse 2.0 Shoes,Running,Men,Silver Violet / Night Metallic / Better Scarlet,15 999,15 999,0,0.0,0,"Your go-to sport may not be running, but you do it to gain a cross-training edge. These adidas running shoes are precisely coded to make it more fun, thanks to the 3D-printed 4D midsole. The angled lattice offers support and cushioning to glide your foot forward, making every stride feel easier. The breathable mesh upper flexes where you need it to for a smooth ride.

Made with a series of recycled materials, this upper features at least 50% recycled content. This product represents just one of our solutions to help end plastic waste.","['Lace closure', 'Engineered mesh upper', 'adidas 4D midsole', 'Textile lining', 'Weight: 344 g (size UK 8.5)', 'Midsole drop: 11 mm (heel: 32.3 mm / forefoot: 21.3 mm)', 'Continental™ Rubber outsole', 'Upper contains a minimum of 50% recycled content', 'Color: Silver Violet / Night Metallic / Better Scarlet', 'Product code: HP7629']"
626,https://www.adidas.co.in/adidas-4dfwd-x-parley-shoes/GY8424.html,GY8424,adidas 4DFWD x Parley Shoes,Running,Unisex,Burgundy / Shadow Maroon / Wonder Red,21 999,21 999,0,4.1,15,"The adidas 4DFWD is a running shoe designed to move you forward. With every stride, the 3D-printed 4D midsole redirects impact energy into forward motion. The result? A smooth forward ride that feels more like gliding than stop-and-go pounding on pavement.

Educate and act. Head to Parley for the Oceans website to find out more, sign up and get involved at adidas.com/parley.","['Lace closure', 'Textile upper', '3D-printed 4D midsole', 'Textile lining', 'Weight: 359 g', 'Midsole drop: 11 mm (heel: 32 mm / forefoot: 21 mm)', 'Yarn in upper contains at least 50% Parley Ocean Plastic and 50% recycled polyester', 'Color: Burgundy / Shadow Maroon / Wonder Red', 'Product code: GY8424']"
630,https://www.adidas.co.in/adidas-4d-parley-shoes/FZ0596.html,FZ0596,adidas 4D Parley Shoes,Running,Men,Cream White / Cream White / Aluminium,21 999,21 999,0,4.6,56,"When adidas brought the first running shoe made from recycled plastic to the United Nations to commemorate World Oceans Day, we took our first steps toward a sustainable future. Inspired by that groundbreaking pair, these shoes celebrate the five-year anniversary of our partnership with Parley for the Oceans. The knit upper is made with yarn spun from upcycled plastic waste. An innovative lattice midsole is precisely tuned to deliver controlled energy return with every stride.","['Regular fit', 'Lace closure', 'adidas Primeknit textile upper', 'Textile lining', 'Responsive running shoes', 'adidas 4D midsole', 'Weight: 268 g', 'Stretchweb rubber outsole', 'Color: Cream White / Cream White / Aluminium', 'Product code: FZ0596']"
631,https://www.adidas.co.in/campus-80s-shoes/FZ6152.html,FZ6152,Campus 80s Shoes,Originals,Men,Collegiate Burgundy / Cloud White / Off White,10 999,10 999,0,4.5,101,"An icon of adidas Originals. A favourite among subcultures and style pioneers. The Campus trainer has made an impact on culture with its low-key look and distinctively retro style. Honouring that legacy, this iteration of the shoes remains unchanged. It has a premium nubuck upper, a luxe leather lining, contrast 3-Stripes and a rubber outsole. All the details that Campus fans covet.","['Lace closure', 'Nubuck upper', 'Leather lining', 'Rubber outsole', 'Color: Collegiate Burgundy / Cloud White / Off White', 'Product code: FZ6152']"
633,https://www.adidas.co.in/breaknet-2.0-shoes/HP9445.html,HP9445,Breaknet 2.0 Shoes,Sportswear,Women,Cloud White / Core Black / Silver Metallic,5 999,5 999,0,4.7,3,"Landing right on the line between sports and style, these modern kicks are inspired by classic tennis shoes. With a smooth upper and grippy rubber outsole, you can confidently lace up these adidas sneakers day after day. From the muted colour palette to the iconic 3-Stripes, they'll pair with everything from dresses to jeans. 

Made with a series of recycled materials, this upper features at least 50% recycled content. This product represents just one of our solutions to help end plastic waste.","['Regular fit', 'Lace closure', 'Synthetic upper', 'Synthetic lining', 'Rubber outsole', 'Upper contains a minimum of 50% recycled content', 'Color: Cloud White / Core Black / Silver Metallic', 'Product code: HP9445']"
635,https://www.adidas.co.in/speedmotion-shoes/HP5694.html,HP5694,Speedmotion Shoes,Running,Women,Pulse Mint / Cloud White / Blue Fusion,8 999,8 999,0,4.6,97,"Lace up tight and get after your day. These adidas running shoes have a lightweight LIGHTMOTION midsole and a Geofit collar that locks in your feet, so whether you're running to catch the bus or getting in some laps on the track after work, your strides will be in total comfort. A support system in the forefoot and a unique heel construction give you the confidence to really push it.

Made with a series of recycled materials, and at least 50% recycled content, this product represents just one of our solutions to help end plastic waste.","[""Women's-specific fit"", 'Lace closure', 'Geofit padded collar', 'Forefoot medial support system', 'Optimised heel construction', 'LIGHTMOTION cushioning', 'Rubber outsole', 'Upper contains a minimum of 50% recycled content', 'Color: Pulse Mint / Cloud White / Blue Fusion', 'Product code: HP5694']"
636,https://www.adidas.co.in/zntasy-lightmotion_-lifestyle-adult-shoe/GZ2294.html,GZ2294,ZNTASY LIGHTMOTION+ Lifestyle Adult Shoe,Sportswear,Men,Cloud White / Cloud White / Bright Red,10 999,10 999,0,4.7,129,"Whether your priority is fashion or function, everyone can agree on these adidas sneakers. Behind the stylishly muted colours, the shoes are packed with speed-boosting technology. The Lightstrike cushioning helps propel you forward, while the rubber cupsole is firm yet flexible. Style, meet speed. 

Made with a series of recycled materials, this upper features at least 50% recycled content. This product represents just one of our solutions to help end plastic waste.","['Lace closure', 'Textile upper', 'Lightstrike cushioning', 'Textile lining', 'Rubber outsole', 'Upper contains a minimum of 50% recycled content', 'Color: Cloud White / Cloud White / Bright Red', 'Product code: GZ2294']"
638,https://www.adidas.co.in/eezay-flip-flops/EG2041.html,EG2041,Eezay Flip-Flops,Swim,Men,Tech Indigo / Cloud White / Tech Indigo,1 399,1 999,30,4.6,536,"A classic design for casual comfort. These lightweight flip-flops are easy to slip on and off. Packed with extra cushioning, they have a smooth, lightweight feel.","['Regular fit', 'Slip-on flip-flop construction', 'Synthetic upper straps', 'Textured EVA outsole', 'Die-cut EVA midsole', 'Lightweight feel', 'Color: Tech Indigo / Cloud White / Tech Indigo', 'Product code: EG2041']"
640,https://www.adidas.co.in/adilette-comfort-slides/GY1947.html,GY1947,Adilette Comfort Slides,Sportswear,Unisex,Vivid Red / Core Black / Cloud White,2 799,3 999,30,4.8,115,"Classics for a reason. These adidas slides are the perfect combination of versatility and comfort. They fit snugly and slip off easily for convenience as you move from the pool deck to the locker room to the couch. With an iconic look and casual style, they pair just as easily with track pants and socks as they do with swimming trunks and bare feet, keeping you ready for any occasion.","['Regular fit', 'Slip-on', 'Synthetic bandage upper', 'Textile lining', 'Injected EVA outsole', 'Color: Vivid Red / Core Black / Cloud White', 'Product code: GY1947']"
644,https://www.adidas.co.in/znchill-lightmotion_-shoes/HQ3852.html,HQ3852,ZNCHILL LIGHTMOTION+ Shoes,Sportswear,Men,Cloud White / Cloud White / Core Black,11 999,11 999,0,4.9,31,"Just another example of adidas' sneaker genius. These 3-Stripes are set on top of a LIGHTMOTION midsole for comfy cushioning. A chunky rubber outsole adds grip when you're moving between slick and rough surfaces. There's no change of shoe needed, even with a busy schedule. 

Made with a series of recycled materials, this upper features at least 50% recycled content. This product represents just one of our solutions to help end plastic waste.","['Lace closure', 'Textile upper', 'LIGHTMOTION cushioning', 'Textile lining', 'Rubber outsole', 'Upper contains a minimum of 50% recycled content', 'Color: Cloud White / Cloud White / Core Black', 'Product code: HQ3852']"
645,https://www.adidas.co.in/gallivantor-m/GB2447.html,GB2447,Gallivantor M,Running,Men,Collegiate Navy / Pulse Blue / Stone,1 840,4 599,60,4.3,55,GALLIVANTOR SHOES,"['THE ULTIMATE AND CLASSY SHOES TO PAIR UP WITH ALMOST EVERYTHING', 'Product colour: Grey Six / Cloud White / Stone / Semi Impact Orange', 'Mesh Upper', 'Lace-up Closure', 'Unique 3 Stripes', 'Flex Midsole and Outsole', 'Ortholite Socks', 'Anti-skid resistance.', 'Color: Collegiate Navy / Pulse Blue / Stone', 'Product code: GB2447']"
649,https://www.adidas.co.in/adizero-adios-pro-3-shoes/GY8411.html,GY8411,Adizero Adios Pro 3 Shoes,Running,Unisex,Pulse Lilac / Cloud White / Solar Orange,21 999,21 999,0,4.6,239,"ADIZERO ADIOS PRO 3 is the ultimate long-distance road racing shoe, for fast runners looking to take their performance to the next level and run after new records. The midsole consists of 2 layers of resilient Lightstrike Pro foam providing cushioning. With optimized ENERGYRODS 2.0 embedded in the midsole, the ADIZERO ADIOS PRO 3 is designed to give runners the optimal level of stiffness and energy return. The new lightweight upper provides specific support where athletes need it most, finished off with a Continental rubber outsole with traction to help take corners at a fast pace.
*60% of 2021 World Major Marathon wins were by athletes wearing Adizero Adios Pro 2.","['Lace closure', 'Textile upper', 'Lightstrike Pro cushioning', 'ENERGYRODS limit energy loss', 'Weight: 230 g', 'Midsole drop: 6.5 mm (heel: 39.5 mm / forefoot: 33 mm)', 'Continental™ Rubber outsole', 'Upper contains a minimum of 50% recycled content', 'Color: Pulse Lilac / Cloud White / Solar Orange', 'Product code: GY8411']"
650,https://www.adidas.co.in/vigilaar-shoes/GA1150.html,GA1150,VIGILAAR SHOES,Running,Men,Shadow Red / Core Black / Golden Beige / Cloud White,2 399,3 999,40,4.0,44,"Whether you choose the treadmill, a park run, a marathon or a dog walk, you will find this pair of  adidas running shoes to suit your activity.  Classic adidas styling is apparent  as the instantly recognisable 3-Stripes  branding makes a bold statement. Enhance your workout performance in supportive footwear. Light weight mesh & synthetic with recycled fibers which have unique performance properties such as softness to the touch , superior moisture, high durability and environmental friendly. unique woven label developed for tongue giving different look , gradient printing at heel area to enhance the value of product. ","['Regular Fit', 'Lace Closure', 'Gradient Printing At Heel Area', 'Rubber Outsole', 'Eva Mid Sole', 'Thick And Fatty Wedge Heel Eva Foam Provide Optimal Comfort With Great Arch Support', 'Unique Woven Label Developed For Tongue', 'Color: Shadow Red / Core Black / Golden Beige / Cloud White', 'Product code: GA1150']"
653,https://www.adidas.co.in/adilette-boost-slides/FY8154.html,FY8154,Adilette Boost Slides,Swim,Unisex,Core Black / Cloud White / Core Black,6 599,6 599,0,4.6,2163,"Transition from sandy beaches to busy streets in premium comfort all summer long. These slides feature a full-length, energy-returning midsole that cradles your foot with supreme cushioning. Classic 3-Stripes on the bandage-style upper show off your adidas style.","['Regular fit', 'Slip-on construction', 'Synthetic upper', 'Slides with Boost cushioning', 'Responsive Boost midsole', 'Color: Core Black / Cloud White / Core Black', 'Product code: FY8154']"
